"PG.ProteinAccessions","PG.Genes","Veh.1","Veh.2","Veh.3","Veh.4","Veh.5","Veh.6","Veh.7","Veh.8","GDF15.1","GDF15.2","GDF15.3","GDF15.4","GDF15.5","GDF15.6","GDF15.7","CR.1","CR.2","CR.3","CR.4","CR.5","CR.6","CR.7","CR.8","CR.9","CR.10","CR.11","CR.12","CR.13","CR.14","CR.15","CR.16","Protein"
"A0A075B5X0;A0A0A6YXE0","Ighv1-59",26169.66211,,21716.37305,12132.52148,17096.23633,14064.79102,16965.23633,16386.20117,5433.066895,12699.01563,10817.00098,16223.44434,24267.25781,12952.67285,7984.537598,6750.935059,7086.358398,7682.516602,61435.13672,33351.75,30144.37695,10661.5332,8253.579102,17009.375,9293.307617,13939.22168,15893.25,14216.85547,14180.16699,2563.283447,11896.08691,"IGHV1-59"
"A0A075B5X2","Ighv1-63",,,,,,,,,,,,,,,,,,,,,,,,28294.26758,,,,,,,,"IGHV1-63"
"A0A075B5X3","Ighv1-64",53096.04297,29380.92578,43569.05859,62448.49609,25116.90039,52002.36719,37927.73047,27324.15625,46680.46484,65630.46875,51785.91016,44117.96094,33905.41406,39845.46484,61969.50781,32271.20313,33982.58984,17183.3125,20498.86914,32418.78516,14539.88477,42662.03516,15184.46094,16744.5293,27471.8125,23116.89063,35519.64844,25340.22266,30005.32617,,39413.02344,"IGHV1-64"
"A0A075B5X6;A0A0G2JFN9","Ighv1-67",8323.888672,19865.84961,1725.451172,25876.41406,6442.351074,8418.5625,,,12373.6377,2803.697754,26469.42188,,4775.322266,4686.020508,9913.227539,11743.69629,16042.98828,2921.992676,7013.086914,24335.45313,,6260.278809,25022.37695,7792.694824,,4708.852539,8020.319336,,34464.68359,11633.38867,5297.441895,"IGHV1-67"
"A0A075B5X7;A0A0G2JFS5","Ighv1-69",39083.88672,26447.11523,238429.1875,52842.12891,115265.6016,55903.58203,51954.49219,74317.38281,121870.2578,85087.78125,89475.125,118737.625,65853.58594,69147.91406,46988.60547,45838.36719,161755,50926.30078,46014.56641,117559.3594,73239.53906,31612.67578,32547.97266,28484.83789,44234.67969,124787.6641,144460.9219,83941.10938,124393.2813,40274.88281,72739.49219,"IGHV1-69"
"A0A075B5Y1;A0A0G2JGK2;P01750","Ighv1-74;Ighv1-74;",138076.1406,320687.4375,849982.8125,221821.8438,163381.5,116160.5625,118203.6406,72302.92969,514145.5,154864.4844,221083.7813,191041.0938,104887.9531,109773.8203,114780.4375,118361.7031,122091.3438,77346.6875,121751.7813,129234.8125,38249.35938,76850.53125,62681.35547,81147.35156,102430.6172,101731.8828,106740.5469,83325.58594,73696.54688,264413.1875,108574.0625,"IGHV1-74"
"A0A075B5Y3","Ighv1-80",,101771.9766,35018.20313,34093.38281,93450.99219,17596.95313,218446.5625,,76543.64063,152547.1094,46202.875,,114864.7734,26995.41406,197721.9531,117431.7891,84130.10156,167053.375,87139.88281,,,157045.9844,27828.22656,48269.15625,,165473.25,124785.8594,166541.9844,,84123.69531,205701.1406,"IGHV1-80"
"A0A075B5Y4","Ighv1-81",144769.2344,105742.7578,197407.0313,81424.9375,208745.7188,116738.1484,58826.63672,170036.8125,115358.3828,176651.7656,114014.2578,193321.0625,122941.6016,37312.88281,78866.16406,119580.7891,82166.53125,97242.42969,95823.89844,203725.8125,117199.9844,99636.59375,104849.1328,112862.0234,97242.05469,133096.9063,53826.39453,171345.0313,98285.52344,142401.5938,71611.61719,"IGHV1-81"
"A0A075B5Y6;P06327","Ighv1-85;Gm5629",28631.72266,23130.4668,28560.40234,15157.97168,5523.852539,15647.65625,11408.07031,12339.57617,12100.52832,19657.23438,20243.49219,10282.21289,16331.09863,17192.35547,17161.81641,8688.22168,15830.83691,18941.55859,23932.21484,16030.65332,,10390.0957,,15507.79785,,14142.03711,27870.68359,28910.09766,15210.70703,11521.30273,26327.94336,"IGHV1-85;GM5629"
"A0A075B663;P01723;P01727","Iglv1;;",99132.72656,152125.9219,159002.3906,142154.3281,64296.11719,162073.25,141190.2969,122324.9063,107861.4609,112620.8281,118018.4375,139228.125,105025.0391,122414.625,79553.14844,92743.76563,73339.4375,118677.7578,115932.9141,174755.1406,69452.6875,91360.89063,101579.3828,86955.66406,175166.4375,73654.25,103065.0156,118472.5,179659.0313,88361.83594,174950.6719,"IGLV1"
"A0A075B664;P01728","Iglv2;",33026.18359,34327.45313,93278.78125,76801.5,28151.89258,62555.30469,55064.45703,33443.52734,31539.05859,39127.78125,39236.99219,23601.15234,49343.65625,43201.57422,21810.61133,64302.32031,28105.02539,35420.74609,39061.80469,60404.35938,43414.30859,23212.91602,38741.23047,39602.20703,43783.84375,32134.98828,51374.56641,44551.625,43218.98828,38976.16406,67141.50781,"IGLV2"
"A0A075B666","Igkv13-85",268450.1875,1737022.375,703351.5625,217429.7813,426891,438264.3125,308700,4063836.75,1396896.25,514207.625,327226.625,776212.5625,511289.6875,202662.0313,650956.125,923431.375,303094.0313,533222.4375,1012303.563,894535.0625,274587.9063,638031.3125,602529.6875,810444.5625,220412.9219,678979.625,445262.9063,281937.0313,359656.0625,147473.7969,1916406.625,"IGKV13-85"
"A0A075B674;A0A0G2JGN3","Ighv1-78",33982.52734,21498.11914,27162.22266,28815.90234,16446.03125,73753.78906,78083.21875,16091.42969,21299.38867,21606.93164,18511.84766,30197.13281,22635.45117,,31046.70508,7521.968262,81000.73438,24481.18945,26571.53516,777594.1875,46414.81641,24819.05273,37811.07813,30151.72461,28734.04297,42433.5625,40305.92188,24793.62695,33976.04297,28821.41992,10811.61523,"IGHV1-78"
"A0A075B677","Igkv4-53",69429.25781,153372.6719,140802.875,122109.2734,126759.1953,73276.79688,224150.9063,162766.7969,455252.3125,1139321.375,99153.53906,203680.6094,230147.4063,76711.97656,183113.2813,128872.4063,149054.5313,313196.9688,94864.08594,226515.3281,442225.7188,206274.5625,390390,148153.625,111211.5625,285577.875,145795.5781,164066.1563,164247.5156,91529.20313,86998.26563,"IGKV4-53"
"A0A075B680;A0A0A6YXZ4;A0A0G2JFL3","Ighv1-62-2;Ighv1-62-2;Ighv1-71",16125.81738,130231.5625,66870.03125,69871.14844,60708.26172,97554.75781,72265.98438,49189.06641,88342.63281,20404.01758,61274.66016,53091.71094,10279.4043,29805.65625,65929.65625,384382.125,32746.89063,117739.5859,76117.21875,42102.00781,54892.75781,53329.89844,31741.25977,94858.10156,212211.5781,59850.10938,124921.4531,84130.72656,93181.34375,358861.1875,72495.39063,"IGHV1-62-2;IGHV1-71"
"A0A075B697;P01819;P01820","Ighv2-9-1;;",277153.375,239131.8125,280865.25,387630.9375,284688.0313,557193.375,499878.4375,103946.4766,453631.25,462811.6875,450581.9063,135718.2344,166215.6406,326944.4063,606801.75,302958.7813,248504.8438,441834.25,188810.2969,436637.25,117354.9922,287501.8125,183356.2344,258771.9375,90200.09375,305977.75,187853.625,346207.375,331485.0625,128980.8047,166159.75,"IGHV2-9-1"
"A0A075B6A0","Ighm",3827641.5,4420158,3209276.5,4464609.5,4022863.75,2951525.75,2624202.25,3225011.75,4815715,1936022.375,2978748.5,3774404.5,1827133.875,1668604.75,4059918,2964879.5,3781999,3864300,3689392.75,3111426.75,2725051.75,4558484,6361427,4940666.5,4229204,5765561.5,2914001.5,3336697.5,3526783,2190745,3849448.75,"IGHM"
"A0A075B6A7","Ighv2-6",,,21519.60938,,,,7150.833496,3723.268311,8546.916016,17336.22266,9864.402344,5910.889648,10155.73438,,14222.58203,5169.239258,,,,41151.04688,6419.709473,3970.57373,,13665.56934,16223.9668,384875.9063,36850.96094,8214.993164,,,,"IGHV2-6"
"A0A075B6D5;A0A0G2JFZ3","Igkv19-93",586253.1875,542162.9375,455431.0625,237885.6719,987636.3125,782832.375,322726.5,1089710.625,259776.2344,2075661,617620.3125,787642,782859.6875,580219.75,457960.1875,215862.7813,1126531.75,468344.9063,2223567.25,1858805.5,1127712,314857.9375,565885.8125,673571.5625,1976808.75,1040690.5,1340308.125,1384372.5,328498.6563,1064438,369651.5313,"IGKV19-93"
"A0A087WNS9;A0A087WNT2;A0A087WPY4;A0A087WQ65;A0A087WRZ2;Q64253;Q99JA5","Ly6e",82692.85938,65571.32813,83906.40625,93999.14844,79356.38281,84238.79688,98661.65625,94410.15625,46704.58594,45579.12891,51901.67578,61329.58594,59708.38281,72869.29688,47147.67188,83696.96875,65907.53125,66739.89844,81276.47656,55991.18359,73144.10156,86391.46875,93186.35938,57748.30078,83918.40625,60483.21484,70564.42969,94062.90625,107100.8438,108262.3125,103989.5391,"LY6E"
"A0A087WPN7;A0A0A6YWN3","Ighv13-2",,,35724.65625,10442.5166,86137.75,37942.26563,117364.5,23172.19336,126343.0234,58151.90234,58251.58594,75175.44531,26964.15234,29126.69922,37158.80078,,29768.83594,27934.95117,82330.10156,71855.90625,40932.19922,40601.96875,21482.02734,24072.97461,66751.32031,55547.57813,19567.31641,26265.05469,30434.11523,32105.08984,42021.22266,"IGHV13-2"
"A0A087WQL8;O08689","Mstn",2996.456543,4477.501953,3948.084473,3408.011963,,2413.707275,1749.699707,3725.651611,,5223.029297,8118.946289,5440.356445,5853.984375,3130.433838,6448.416016,3543.125488,6611.333008,4280.838867,3789.85376,10820.87988,4342.154785,3449.046143,,4236.790039,4676.805664,4061.565918,3552.313721,3366.162598,,,3991.452148,"MSTN"
"A0A087WR50","Fn1",10675124,10111555,11370044,11375206,10265274,10583941,10685396,11069824,11821579,12449815,12658073,12129541,12100333,12481565,10943809,11597614,11064401,11547615,11348797,6626190.5,11150470,11046250,11256729,12870662,11627795,11826393,11995383,11292814,12784194,11271563,11470381,"FN1"
"A0A0A0MQA3;A0A0R4J0X5;P07758;Q00896","Serpina1a;Serpina1c;Serpina1a;Serpina1c",22887970,29616936,28475992,24337856,25630710,23453478,24306388,27645906,33530086,34228056,36690292,33368612,29361798,25428132,30888626,26185596,29090694,23916908,25594186,22948558,25208344,22667028,21909144,31010134,27275386,28061638,27943426,23781656,24439394,29333092,26268878,"SERPINA1A;SERPINA1C"
"A0A0A0MQF6;P16858","Gapdh",34733.19922,29184.94141,36836.97266,25064.7832,27970.29102,32112.27734,33086.33203,18242.43945,35782.79297,49793.52734,11852.35742,16926.49609,25617.17578,31361.16016,14610.96973,30594.125,26170.42969,24061.29297,28039.01563,24383.19727,34189.76172,40897.22656,32045.38281,21211.15625,50869.71094,23698.29688,40527.33594,45283.73438,16560.16797,45983.54688,30292.1543,"GAPDH"
"A0A0A0MQM0;P63242","Eif5a",,22285.90625,39814.41016,,,31655.22852,33732.02344,,40891.58984,47273.27344,,14948.17285,,28075.52734,,,17980.50977,,15451.04785,,12900.33594,22574.03516,22900.35156,,16695.7832,,26456.58789,19271.91016,,,,"EIF5A"
"A0A0A6YW14;A0A0A6YXD7","Ighd",,,16795.09375,,,37024.55859,,,,3103.498779,,9594.677734,,5148.133789,4824.592773,37922.5625,36386.44141,,,,,,,,,,24841.83594,30153.13477,,22291.38477,14763.99121,"IGHD"
"A0A0A6YW67;E9Q4P0;E9Q5F6;E9Q9J0;E9QNP0;P0CG49;P0CG50;P62983;P62984;Q5SX22","Gm8797;Kxd1;Ubc;Uba52;Kxd1;Ubb;Ubc;Rps27a;Uba52;Ubb",,,,,9102.664063,,10788.82422,,,15044.25391,,,,,,11643.48145,,12123.04395,,,,,7045.368652,,,,,,,,,"GM8797;KXD1;UBC;UBA52;UBB;RPS27A"
"A0A0A6YWI9","Ighv1-11",8012.354004,5534.478027,3252.722168,,23440.34961,5003.282227,22285.56055,,,,,,52055.56641,,23041.03711,4627.70459,75392.03906,,,,,,40934.73828,,,9544.330078,,13905.86621,140082.7813,,,"IGHV1-11"
"A0A0A6YWU3","Ighv6-7",128097.2578,,70632.84375,4417.967773,10482.10938,29980.20117,37295.87109,5536.393555,,,20297.05664,29884.69336,28141.63477,4782.799805,24014.20703,7345.343262,16309.31934,,9474.543945,69586.00781,19782.41992,7173.51416,2590.469482,85821.76563,4646.147949,10313.80176,4925.79248,31709.93555,,11991.00195,11792.72949,"IGHV6-7"
"A0A0A6YX83;P27931","Il1r2",,,,,,26757.33203,,,29826.01953,,,,31967.24219,,37299.49219,22931.26953,34866.82031,21280.5957,,37543.19141,,,,,28790.39258,,25707.04492,,,23710.39844,29439.24414,"IL1R2"
"A0A0A6YXA5","Ighv1-15",89360.3125,97005.89844,245671.5781,54770.17969,369295.0938,62139.97656,37272.36328,49245.93359,110736.7344,600243.875,170444.1563,76243.38281,46224.22266,40545.05859,72944.39063,76854.47656,135172.3906,36964.09375,62354.34375,137227.9688,44747.60156,58390.71484,64317.95703,70973.32031,80724.52344,71023.375,79999.6875,40173.40234,55689.05078,67497.50781,68040.78906,"IGHV1-15"
"A0A0A6YXF1","Ighv3-4",,,,,,,,,41306.14453,,,,23112.38086,,,,,,,,,,,,,,,,,,,"IGHV3-4"
"A0A0A6YXN4","Ighv1-18",264876.5,353213.625,528989.75,85992.6875,109955.8906,148345.9531,113379.7734,34373.50391,257806.0781,101426.9844,34066.66406,58652.45313,37651.63672,19551.43359,137304.9688,324828.7813,124313.1406,163663.0938,35210.04297,145677.125,94033.17188,195208,31810.86523,282702.5,40817.34766,136116.1875,102751.4453,161390.3438,55395.40234,29890.92773,198678.1719,"IGHV1-18"
"A0A0A6YXQ0","Ighv8-8",144628.0938,581527.1875,142707.9375,192341.625,71624.30469,190684.875,88247.89844,145381.0156,146927.7969,53331.11328,138451.3281,108680.4609,150224.1719,36258.60938,154136.9844,116432.7344,72288.90625,324275.4375,96926.47656,108324.9531,31906.99023,64474.18359,96244.32031,93181.75781,177476.1563,155155.3125,421248.6875,63512.60938,171884.6563,174983.0156,53137.14063,"IGHV8-8"
"A0A0A6YXW6","Igha",2616499.75,932441.75,986208.8125,1990062.75,2229850.5,1643535.125,2055524.25,2385028,1797516.375,1758608.625,1641560.875,1327829.875,2379531.75,1412955.375,1988070.875,1287466.875,1668325.375,1174604.25,1008438.75,80433392,1308659.625,1084582.875,1949712.125,1069785,1136299.25,1293770.375,1362081.375,1333021.5,1286923,1302668.875,1671641.375,"IGHA"
"A0A0A6YY47;E9Q589;P13595","Ncam1",13432.41895,13971.13867,16545.76172,15010.75977,13974.09277,11922.48828,12850.66602,12644.82031,15938.99316,17651.30859,18157.23828,17556.71289,18225.6875,14195.63867,20178.45703,15454.33008,19463.31836,15757.64258,15317.69629,27894.37891,16086.54395,12238.82422,16967.61914,19435.69336,19092.98633,14805.35449,16650.45313,14572.77734,13080.57422,12950.12305,17385.50781,"NCAM1"
"A0A0A6YYE7","Igkv4-57",500420.75,761952.1875,1186094.125,564033.5,568750.875,1031015.25,439165.0938,695437.0625,586425.1875,818962.6875,1116198.125,601756.6875,969679,315010.3438,991575.875,486570.5938,521771.5625,397998.4063,420675.2813,1010057.25,487641.875,266321.1563,416313.7188,456805.9063,231552.3906,639925.125,475008.8125,396855.2188,358659.4375,341344.375,383501.5938,"IGKV4-57"
"A0A0B4J1H6","Igkv2-137",255565.9219,176833.75,134320.75,239165.625,81527.50781,78083.74219,134924.1875,274505.625,245501.2656,152592.375,100693.5391,176215.2813,160772.5781,74907.85938,1360210.375,207651.9688,126743.5078,170529.0625,135740.1094,1370132.875,257073.8594,286547.375,8756145,1182239.125,118447.1328,6801259,122155.7344,102663.3828,122691.4297,238146.2031,122343.0547,"IGKV2-137"
"A0A0B4J1H7","Igkv1-135",319355.125,449659.0313,522361.375,231736.5625,619783.75,265608.7813,203840.3125,132395.3281,275317.5313,464327.2813,230724.5,385949.4063,262069.2188,167237.9375,231962.9063,165043.1719,423197.2813,219634.0938,272292.7813,298545.0938,193503.7813,207954.6719,148024.7344,192566.7031,248634.6719,203600.6719,376110.7813,394851.5313,152700.3281,128188.4531,228323.9844,"IGKV1-135"
"A0A0B4J1H9","Igkv1-132",,,,6313.032715,,,,,,,,,,,,,,,19404.02344,139999.7031,,,,42018.1875,,,,,,,,"IGKV1-132"
"A0A0B4J1I1","Igkv16-104",52944.79297,208767.7969,136335.6875,106817.0078,183766.5781,471783.3125,93675.67188,47363.53906,126803.5078,162716.5781,366009,73421.75781,124521.7266,60641.86328,104517.375,298402.8125,140632.7656,46410.46484,61860.23047,146319.875,46515.63672,52972.40234,356662.5313,81457.00781,41057.15234,133198.1406,45683.77344,158642.5625,45939.38281,20520.66992,67731.3125,"IGKV16-104"
"A0A0B4J1I3","Igkv4-74",,,12164.79102,39474.44141,5049.332031,63441.85156,81929.04688,69183.99219,64911.55078,55010.44922,17616.02148,74776.10156,16368.0498,,14955.90625,7557.618164,15501.24609,,10512.6543,63129.5,19065.58008,17200.34375,18126.57031,8216.307617,15505.89648,29960.89453,21243.67773,6875.63916,15172.88672,7740.73584,22510.72266,"IGKV4-74"
"A0A0B4J1I5","Igkv4-70",119309.7969,723225.375,1871256.125,215222.7031,136037.6563,204618.3594,245762.5313,129195.0781,899809.25,190416.0156,104465,241385.8906,378566.9063,87494.02344,734291.0625,195997.9844,675320.4375,128656.8672,130922.4922,456224.1875,267887.6563,518820.9375,178193.8125,1289929.875,111462.4688,439726.375,218678.5,519271.875,258186.4531,125646.1953,121601.7891,"IGKV4-70"
"A0A0B4J1I7","Igkv4-68",13203.32813,,,54597,138921.4063,103583.5781,,33597.25391,135344.5313,,133041.9063,150149.1875,57756.17188,,37236.54688,,50360.88672,,171797.6563,99655.94531,154325.125,164416.4844,111080.9609,156117.2188,162402.0938,168813.4219,139035.7188,76289.23438,272897.4688,,,"IGKV4-68"
"A0A0B4J1I9","Igkv4-55",2624946.5,1935477.875,569158.875,1217402.625,8403471,2673751,1119716.125,2032474.125,5048450.5,522134.5625,5034869,935163.375,1625924,1109565,3938117.75,753833.4375,2597281.25,1613213,6416787.5,4773200.5,1456084.125,2351068,9898706,1298689.375,1350055,1649866.125,1211652,1774487.875,5012657.5,547479.8125,3331270.5,"IGKV4-55"
"A0A0B4J1J0","Igkv4-50",,44945.22266,8823.310547,6253.440918,14374.13184,,,9682.597656,,,,6589.590332,,,4067.934082,13096.21582,,,,8310.214844,,,,,,15222.48145,,,,17006.99805,,"IGKV4-50"
"A0A0B4J1J2","Igkv5-43",65766.47656,39430.73047,247263.4375,47000.57031,39044.90625,49902.01563,32027.38086,53773.04297,89281.03125,217561.9531,72270.66406,354777.6563,46972.26953,34279.62109,47880.45703,93622.60156,71999.42188,100937.7266,49240.19922,426699.0625,63855.32031,24218.93164,43353.90234,38587.34766,24461.78125,44622.17578,68312.125,37987.33203,57808.8125,20713.20117,25768.98633,"IGKV5-43"
"A0A0B4J1J4","Ighv9-2",7391.36377,19319.23633,8225.605469,7683.375488,15419.71191,19001.98828,10533.32227,25329.3418,28672.00586,10490.16699,7541.138672,15655.43164,,,105029.0313,,,14965.91113,7673.345215,15782.22656,19611.94922,8166.57373,,19212.04102,11914.15039,25803.03711,14417.2373,50009.58594,9036.928711,,9591.820313,"IGHV9-2"
"A0A0B4J1J5","Ighv9-3",76434.49219,110935.4844,135138.6719,93668.29688,202537.0313,163092.7031,104858.6484,92253.61719,138208.4531,71118.83594,95026.58594,98523.22656,86213.11719,54278.48828,163413.3594,62804.35156,85322.46875,157807.6875,113908.0859,72433.49219,49688.15234,87229.64844,75424.03125,54312.46094,51089.29688,140190.5781,94241.1875,77560.14063,85397.28125,125649.9219,105759.5547,"IGHV9-3"
"A0A0B4J1J6","Ighv10-1",55700.98438,52464.1875,64976.04688,35494.95313,41023.66016,29298.26172,53279.28516,94637.04688,72570.20313,23708.60156,19921.8125,35708.01172,56883.00391,10725.1377,15016.64258,37725.33203,21040.45898,18058.61133,13911.45508,271676.75,26329.40625,18696.12695,9705.509766,23788.5332,13644.13379,21211.33008,21951.41797,42298.67969,23711.98633,38434.51953,20963.69727,"IGHV10-1"
"A0A0B4J1J7","Ighv1-82",3349461.5,3800401.25,6481212.5,2671299,1778145.375,2123038.75,3309060.5,1400357.75,4060586.75,4159496.25,1667832.25,2956638.25,2166326.5,1362564.125,1822749,4074641.5,2624813,2746064.5,2178047.25,3462833.25,3916915.75,2571818,2696498.25,1934321.125,1905890.75,2236887.5,1655117.25,2613022.75,2010063.75,1528352.25,1908522,"IGHV1-82"
"A0A0B4J1K5","Iglv3",,,331247.2188,,,,,65772.09375,,,,,,122657.1641,,,,,,226661.2969,5741.803711,,,,84643.89063,,,,97190.25,,,"IGLV3"
"A0A0B4J1M0;A0A0G2JGS9","Ighv1-77",16475.51953,32436.47852,19958.82422,18651.33984,29805.65234,14703.84863,14600.24316,17804.41016,33719.42969,20580.35742,92147.36719,13255.91406,46654.58203,14045.89453,16843.30859,18721.26563,29958.64648,14513.69824,26977.44531,14385.88867,12733.69727,11850.83594,13403.80957,16523.61133,14871.56055,13340.1748,12080.49707,21581.73242,12114.30371,14017.04004,14442.75098,"IGHV1-77"
"A0A0B4J1N0;A0A0G2JFE9","Ighv1-76",27064.42578,200242.5625,210089.375,96719.125,83569.92969,77268.9375,48068.32422,205483.625,281950.5,101266.8906,74997.91406,70881.75781,65389.75781,152616.4688,263564.5,82860.44531,106749.4844,110515.5625,470633.125,527755.1875,122656.5781,171807.2813,44713.58984,55869.51563,54392.00391,77348.25,69158.50781,61197.42188,92153.79688,74440.85156,243462,"IGHV1-76"
"A0A0D9SEG8;E9QJS7;E9QMJ5;Q9DC42;Q9Z0M6","Adgre5;Adgre5;Adgre5;Adgre5;Cd97",34663.55469,38994.82031,34307.70703,23913.79492,25646.76172,26984.86328,24398.39258,33195.69531,28250.9668,30981.55469,35778.96484,33413.66016,43053.71484,31129.14844,34572.91016,30560.04492,31646.92188,31287.05469,29329.20117,26759.58398,28933.33789,28588.58398,32531.65625,37709.85156,31565.85742,26518.07617,27694.81836,25461.88281,27625.71484,37490.75,29058.13281,"ADGRE5;CD97"
